batch_amount,liq_amount,rpm,impellerDiameter,solidDensity,Initial_Porosity,Granule_density,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Coarse
1400,600,400,0.75,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.75,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.125,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.125,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.125,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.125,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.125,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.175,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.175,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.175,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.175,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.175,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.25,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.25,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.25,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.25,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.25,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.75,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.75,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.75,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.75,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.75,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.125,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.125,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.125,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.125,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.125,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.175,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.175,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.175,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.175,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.175,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.25,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.25,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.25,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.25,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,500,0.25,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.75,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.75,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.75,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.75,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.75,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.75,300,0.1,441.8477824,0.867400703,0.997890907,0.999997505,1,1,1,1,1
1400,600,600,0.75,300,0.2,441.8496204,0.867293121,0.997887616,0.9999975,1,1,1,1,1
1400,600,600,0.75,300,0.3,441.8505707,0.866762104,0.997875101,0.99999749,1,1,1,1,1
1400,600,600,0.75,300,0.4,441.8489381,0.866358428,0.997865373,0.999997482,1,1,1,1,1
1400,600,600,0.75,300,0.5,441.8474928,0.866035712,0.997857453,0.999997475,1,1,1,1,1
1400,600,600,0.75,400,0.1,521.5848126,0.856580618,0.997469026,0.999996674,1,1,1,1,1
1400,600,600,0.75,400,0.2,521.5845073,0.858015232,0.997507309,0.999996709,1,1,1,1,1
1400,600,600,0.75,400,0.3,521.5844198,0.85825194,0.997515268,0.999996723,1,1,1,1,1
1400,600,600,0.75,400,0.4,521.5871852,0.858269359,0.997513302,0.999996713,1,1,1,1,1
1400,600,600,0.75,400,0.5,521.586121,0.857944642,0.997504738,0.999996706,1,1,1,1,1
1400,600,600,0.75,500,0.2,601.3203253,0.850998587,0.997180654,0.999995942,1,1,1,1,1
1400,600,600,0.75,500,0.3,601.3200678,0.851176493,0.997188028,0.999995959,1,1,1,1,1
1400,600,600,0.125,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.125,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.125,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.125,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.125,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.175,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.175,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.175,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.175,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.175,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.25,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.25,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.25,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.25,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,600,0.25,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,700,100,0.75,300,0.3,441.8162581,0.981119414,0.987766926,0.995266925,0.999918552,0.999999944,0.999999944,1,1
1400,700,100,0.75,300,0.4,441.8162583,0.981063575,0.987731832,0.9952556,0.999918471,0.999999944,0.999999944,1,1
1400,700,100,0.75,300,0.5,441.8162585,0.981014507,0.987700982,0.995245741,0.999918402,0.999999944,0.999999944,1,1
1400,700,100,0.125,300,0.3,441.5697965,0.999292168,0.999292749,0.999293517,0.999330529,0.999330529,0.999797937,0.999797937,1
1400,700,100,0.125,300,0.4,441.571159,0.999247115,0.999247574,0.999248335,0.999295328,0.999295328,0.999803834,0.999803834,1
1400,700,100,0.125,300,0.5,441.5725028,0.99920281,0.999203177,0.999203973,0.999262386,0.999262386,0.999809801,0.999809801,1
1400,700,100,0.175,300,0.3,441.6488635,0.999238443,0.999251934,0.999263559,0.999309711,0.999309711,0.999790268,0.999790268,1
1400,700,100,0.175,300,0.4,441.6495721,0.999201231,0.999212674,0.999222571,0.999277418,0.999277418,0.999797441,0.999797441,1
1400,700,100,0.175,300,0.5,441.6502575,0.999163399,0.999173164,0.999181706,0.9992469,0.9992469,0.999804441,0.999804441,1
1400,700,100,0.25,300,0.3,441.7097909,0.998236577,0.998528913,0.998794575,0.999032268,0.999032268,0.999869545,0.999869545,1
1400,700,100,0.25,300,0.4,441.7099587,0.998279378,0.998547885,0.998789147,0.999018266,0.999018266,0.999871334,0.999871334,1
1400,700,100,0.25,300,0.5,441.7101628,0.99831486,0.998561517,0.998780843,0.999005014,0.999005014,0.9998733,0.9998733,1
